occupation,degree,sex,estimate count,count moe,median
Operations research analysts,graduate,men,29480.0,3205.0,114000.0
Operations research analysts,graduate,women,27060.0,3115.0,101500.0
"Opticians, dispensing",less_bachelor,men,9230.0,1680.0,48410.0
"Opticians, dispensing",less_bachelor,women,21470.0,2585.0,42600.0
Optometrists,bachelor_plus,men,15620.0,1910.0,136600.0
Optometrists,bachelor_plus,women,13000.0,1785.0,123600.0
Optometrists,graduate,men,15620.0,1910.0,136600.0
Optometrists,graduate,women,13000.0,1785.0,123600.0
Order clerks,less_bachelor,men,20970.0,2945.0,45780.0
Order clerks,less_bachelor,women,23870.0,3060.0,40130.0
Orderlies and psychiatric aides,less_bachelor,men,19750.0,2965.0,36800.0
Orderlies and psychiatric aides,less_bachelor,women,13640.0,2300.0,36460.0
Other assemblers and fabricators,less_bachelor,men,403200.0,9930.0,44050.0
Other assemblers and fabricators,less_bachelor,women,228000.0,9175.0,37490.0
Other assemblers and fabricators,bachelor,men,28330.0,3500.0,45640.0
Other assemblers and fabricators,bachelor,women,14230.0,2195.0,40960.0
Other assemblers and fabricators,bachelor_plus,men,32980.0,3785.0,47010.0
Other assemblers and fabricators,bachelor_plus,women,16240.0,2425.0,40540.0
Other community and social service specialists,less_bachelor,men,9040.0,1620.0,53100.0
Other community and social service specialists,less_bachelor,women,17400.0,2815.0,42160.0
Other community and social service specialists,bachelor,men,8470.0,1740.0,62700.0
Other community and social service specialists,bachelor,women,21360.0,2650.0,51620.0
Other community and social service specialists,bachelor_plus,men,14410.0,2345.0,64130.0
Other community and social service specialists,bachelor_plus,women,36590.0,3555.0,56320.0
Other community and social service specialists,graduate,women,15230.0,2270.0,62180.0
Other designers,less_bachelor,men,79930.0,4865.0,76330.0
Other designers,less_bachelor,women,28050.0,3155.0,52860.0
Other designers,bachelor,men,62030.0,4860.0,86630.0
Other designers,bachelor,women,54420.0,3160.0,77300.0
Other designers,bachelor_plus,men,84390.0,4600.0,91070.0
Other designers,bachelor_plus,women,77030.0,4735.0,79470.0
Other designers,graduate,men,22360.0,2375.0,104000.0
Other designers,graduate,women,22610.0,2860.0,84360.0
Other drafters,less_bachelor,men,44480.0,4090.0,64280.0
Other drafters,less_bachelor,women,8580.0,1605.0,53250.0
Other drafters,bachelor,men,11010.0,1865.0,60080.0
Other drafters,bachelor_plus,men,12610.0,2115.0,58890.0
Other educational instruction and library workers,less_bachelor,women,14570.0,2060.0,40030.0
Other educational instruction and library workers,bachelor,men,9810.0,1875.0,70470.0
Other educational instruction and library workers,bachelor,women,25560.0,2500.0,53860.0
Other educational instruction and library workers,bachelor_plus,men,23160.0,2600.0,78320.0
Other educational instruction and library workers,bachelor_plus,women,71480.0,4685.0,67040.0
Other educational instruction and library workers,graduate,men,13350.0,2245.0,79650.0
Other educational instruction and library workers,graduate,women,45920.0,3720.0,73360.0
"Other engineering technologists and technicians, except drafters",less_bachelor,men,227700.0,8935.0,66890.0
"Other engineering technologists and technicians, except drafters",less_bachelor,women,45810.0,3440.0,48920.0
"Other engineering technologists and technicians, except drafters",bachelor,men,56800.0,4850.0,67350.0
"Other engineering technologists and technicians, except drafters",bachelor,women,17860.0,2490.0,63130.0
"Other engineering technologists and technicians, except drafters",bachelor_plus,men,70670.0,5370.0,70980.0
"Other engineering technologists and technicians, except drafters",bachelor_plus,women,23740.0,2590.0,64380.0
"Other engineering technologists and technicians, except drafters",graduate,men,13870.0,2085.0,90780.0
Other entertainment attendants and related workers,less_bachelor,men,16400.0,2400.0,36150.0
Other entertainment attendants and related workers,less_bachelor,women,11530.0,2140.0,34700.0
Other extraction workers,less_bachelor,men,35280.0,3725.0,60570.0
Other financial specialists,less_bachelor,women,20520.0,2635.0,55190.0
Other financial specialists,bachelor,men,17350.0,2340.0,98800.0
Other financial specialists,bachelor,women,16760.0,2165.0,76200.0
Other financial specialists,bachelor_plus,men,31370.0,3125.0,118800.0
Other financial specialists,bachelor_plus,women,27450.0,2955.0,80580.0
Other financial specialists,graduate,men,14030.0,2085.0,156000.0
Other financial specialists,graduate,women,10690.0,1755.0,84540.0
Other grounds maintenance workers,less_bachelor,men,8640.0,1610.0,40230.0
Other healthcare practitioners and technical occupations,less_bachelor,women,17900.0,2865.0,50090.0
Other healthcare practitioners and technical occupations,bachelor,men,10250.0,1750.0,62650.0
Other healthcare practitioners and technical occupations,bachelor,women,17050.0,2530.0,60790.0
Other healthcare practitioners and technical occupations,bachelor_plus,men,22920.0,2875.0,67170.0
Other healthcare practitioners and technical occupations,bachelor_plus,women,38430.0,4005.0,66620.0
Other healthcare practitioners and technical occupations,graduate,men,12670.0,2345.0,74990.0
Other healthcare practitioners and technical occupations,graduate,women,21390.0,3000.0,73880.0
Other healthcare support workers,less_bachelor,men,29760.0,3150.0,48520.0
Other healthcare support workers,less_bachelor,women,59930.0,4440.0,37880.0
Other healthcare support workers,bachelor,women,15010.0,2055.0,50780.0
Other healthcare support workers,bachelor_plus,men,12330.0,2305.0,60260.0
Other healthcare support workers,bachelor_plus,women,21580.0,2805.0,53960.0
"Other installation, maintenance, and repair workers",less_bachelor,men,104400.0,6075.0,48670.0
"Other installation, maintenance, and repair workers",bachelor,men,11070.0,1555.0,62060.0
"Other installation, maintenance, and repair workers",bachelor_plus,men,12740.0,1695.0,59770.0
"Other life, physical, and social science technicians",less_bachelor,men,39550.0,3380.0,60620.0
"Other life, physical, and social science technicians",less_bachelor,women,29630.0,3230.0,48960.0
"Other life, physical, and social science technicians",bachelor,men,23530.0,2765.0,49920.0
"Other life, physical, and social science technicians",bachelor,women,29590.0,3640.0,51820.0
"Other life, physical, and social science technicians",bachelor_plus,men,32390.0,3195.0,54300.0
"Other life, physical, and social science technicians",bachelor_plus,women,42200.0,4435.0,54440.0
"Other life, physical, and social science technicians",graduate,men,8865.0,1505.0,73590.0
"Other life, physical, and social science technicians",graduate,women,12610.0,2145.0,68190.0
Other material moving workers,less_bachelor,men,38410.0,3960.0,46890.0
Other mathematical science occupations,less_bachelor,men,19800.0,2805.0,66880.0
Other mathematical science occupations,less_bachelor,women,23990.0,2760.0,68290.0
Other mathematical science occupations,bachelor,men,75680.0,5175.0,96130.0
Other mathematical science occupations,bachelor,women,51280.0,4205.0,80500.0
Other mathematical science occupations,bachelor_plus,men,155000.0,7805.0,105300.0
Other mathematical science occupations,bachelor_plus,women,105400.0,6890.0,89950.0
Other mathematical science occupations,graduate,men,79320.0,5570.0,118800.0
Other mathematical science occupations,graduate,women,54130.0,4605.0,99890.0
Other metal workers and plastic workers,less_bachelor,men,221000.0,10470.0,47400.0
Other metal workers and plastic workers,less_bachelor,women,59520.0,5095.0,37950.0
Other metal workers and plastic workers,bachelor,men,9370.0,1800.0,48410.0
Other metal workers and plastic workers,bachelor_plus,men,11050.0,2010.0,48480.0
Other physicians,bachelor_plus,men,382200.0,12310.0,250200.0
Other physicians,bachelor_plus,women,275900.0,10000.0,204600.0
Other physicians,graduate,men,382200.0,12310.0,250200.0
Other physicians,graduate,women,275900.0,10000.0,204600.0
Other production workers,less_bachelor,men,628400.0,15590.0,46870.0
Other production workers,less_bachelor,women,250200.0,10470.0,35390.0
Other production workers,bachelor,men,49590.0,4615.0,50730.0
Other production workers,bachelor,women,20280.0,2510.0,45190.0
Other production workers,bachelor_plus,men,59820.0,4770.0,51720.0
Other production workers,bachelor_plus,women,26500.0,2900.0,46030.0
Other production workers,graduate,men,10230.0,2070.0,63080.0
Other protective service workers,less_bachelor,men,7385.0,1385.0,48440.0
Other protective service workers,bachelor_plus,men,7245.0,1440.0,56350.0
Other psychologists,bachelor,women,11020.0,2400.0,70810.0
Other psychologists,bachelor_plus,men,24470.0,2785.0,106000.0
Other psychologists,bachelor_plus,women,70090.0,4755.0,89590.0
Other psychologists,graduate,men,22260.0,2710.0,107900.0
Other psychologists,graduate,women,59070.0,4120.0,96240.0
Other rail transportation workers,less_bachelor,men,14050.0,2875.0,74620.0
Other teachers and instructors,less_bachelor,men,77490.0,5360.0,62100.0
Other teachers and instructors,less_bachelor,women,66770.0,5175.0,42770.0
Other teachers and instructors,bachelor,men,49560.0,4310.0,65630.0
Other teachers and instructors,bachelor,women,67170.0,4845.0,51260.0
Other teachers and instructors,bachelor_plus,men,80230.0,5735.0,71020.0
Other teachers and instructors,bachelor_plus,women,121000.0,6580.0,55720.0
Other teachers and instructors,graduate,men,30680.0,3885.0,75640.0
Other teachers and instructors,graduate,women,53790.0,4140.0,64980.0
Other transportation workers,less_bachelor,men,18030.0,2530.0,57490.0
Other woodworkers,less_bachelor,men,16020.0,2480.0,47620.0
Packaging and filling machine operators and tenders,less_bachelor,men,72290.0,4990.0,41420.0
Packaging and filling machine operators and tenders,less_bachelor,women,84650.0,5955.0,33280.0
"Packers and packagers, hand",less_bachelor,men,108000.0,6290.0,35080.0
"Packers and packagers, hand",less_bachelor,women,147800.0,8170.0,31350.0
"Packers and packagers, hand",bachelor,women,11500.0,2195.0,31910.0
"Packers and packagers, hand",bachelor_plus,women,13310.0,2340.0,31920.0
Painters and paperhangers,less_bachelor,men,289700.0,11850.0,40790.0
Painters and paperhangers,less_bachelor,women,21150.0,3275.0,31500.0
Painters and paperhangers,bachelor,men,14410.0,2425.0,46860.0
Painters and paperhangers,bachelor_plus,men,17630.0,2735.0,48170.0
Painting workers,less_bachelor,men,90260.0,6280.0,48230.0
Painting workers,less_bachelor,women,8470.0,1650.0,43300.0
"Paper goods machine setters, operators, and tenders",less_bachelor,men,10700.0,2040.0,50420.0
Paralegals and legal assistants,less_bachelor,men,18540.0,3490.0,51120.0
Paralegals and legal assistants,less_bachelor,women,163300.0,7420.0,57410.0
Paralegals and legal assistants,bachelor,men,23850.0,2875.0,61310.0
Paralegals and legal assistants,bachelor,women,100200.0,6815.0,60910.0
Paralegals and legal assistants,bachelor_plus,men,30650.0,3230.0,62140.0
Paralegals and legal assistants,bachelor_plus,women,124700.0,7140.0,60900.0
Paralegals and legal assistants,graduate,women,24540.0,3080.0,60850.0
Paramedics,less_bachelor,men,46390.0,3730.0,67850.0
Paramedics,less_bachelor,women,20130.0,3250.0,57080.0
Paramedics,bachelor,men,10700.0,1860.0,69980.0
Paramedics,bachelor_plus,men,16660.0,2455.0,78840.0
Paramedics,bachelor_plus,women,5835.0,1215.0,73070.0
Parking attendants,less_bachelor,men,21980.0,2950.0,34460.0
Parts salespersons,less_bachelor,men,64960.0,5470.0,47790.0
Parts salespersons,less_bachelor,women,11540.0,2005.0,40420.0
Payroll and timekeeping clerks,less_bachelor,women,72020.0,4395.0,50950.0
Payroll and timekeeping clerks,bachelor,women,21290.0,2275.0,53090.0
Payroll and timekeeping clerks,bachelor_plus,women,26450.0,2615.0,53760.0
Personal care aides,less_bachelor,men,106500.0,6795.0,34310.0
Personal care aides,less_bachelor,women,432000.0,13710.0,31820.0
Personal care aides,bachelor,men,18480.0,2930.0,38600.0
Personal care aides,bachelor,women,48940.0,3320.0,36640.0
Personal care aides,bachelor_plus,men,25390.0,3060.0,40860.0
Personal care aides,bachelor_plus,women,63950.0,4285.0,38100.0
Personal care aides,graduate,women,15020.0,2545.0,42060.0
"Personal care and service workers, all other",less_bachelor,men,18660.0,3820.0,32360.0
"Personal care and service workers, all other",less_bachelor,women,17630.0,3135.0,37250.0
"Personal care and service workers, all other",bachelor_plus,women,8285.0,1850.0,42400.0
Personal financial advisors,less_bachelor,men,32570.0,4015.0,90310.0
Personal financial advisors,less_bachelor,women,35010.0,3050.0,55000.0
Personal financial advisors,bachelor,men,149500.0,7945.0,144100.0
Personal financial advisors,bachelor,women,55410.0,4825.0,97130.0
Personal financial advisors,bachelor_plus,men,217000.0,8875.0,148600.0
Personal financial advisors,bachelor_plus,women,81350.0,5885.0,101100.0
Personal financial advisors,graduate,men,67510.0,4515.0,157000.0
Personal financial advisors,graduate,women,25940.0,2480.0,106800.0
"Personal service managers, all other",less_bachelor,men,12500.0,2360.0,62890.0
"Personal service managers, all other",less_bachelor,women,24410.0,3440.0,45300.0
"Personal service managers, all other",bachelor,women,7055.0,1195.0,57820.0
"Personal service managers, all other",bachelor_plus,women,8955.0,1465.0,55650.0
Pest control workers,less_bachelor,men,62110.0,5650.0,43920.0
Petroleum engineers,bachelor,men,9460.0,1520.0,163900.0
Petroleum engineers,bachelor_plus,men,14370.0,2520.0,166200.0
Pharmacists,bachelor,men,22130.0,3015.0,138600.0
Pharmacists,bachelor,women,27550.0,2590.0,127900.0
Pharmacists,bachelor_plus,men,108700.0,5425.0,137200.0
Pharmacists,bachelor_plus,women,146700.0,6370.0,129100.0
Pharmacists,graduate,men,86600.0,4695.0,136700.0
Pharmacists,graduate,women,119200.0,5855.0,129400.0
Pharmacy aides,less_bachelor,women,11440.0,2425.0,38980.0
Pharmacy technicians,less_bachelor,men,42990.0,3740.0,42550.0
Pharmacy technicians,less_bachelor,women,149700.0,6425.0,39090.0
Pharmacy technicians,bachelor,men,12000.0,2035.0,41570.0
Pharmacy technicians,bachelor,women,29140.0,3635.0,42120.0
Pharmacy technicians,bachelor_plus,men,14780.0,2305.0,41640.0
Pharmacy technicians,bachelor_plus,women,35740.0,4135.0,41650.0
Phlebotomists,less_bachelor,men,12710.0,2320.0,43710.0
Phlebotomists,less_bachelor,women,62930.0,5025.0,39110.0
Photographers,less_bachelor,men,20960.0,3020.0,48270.0
Photographers,less_bachelor,women,14740.0,2025.0,36450.0
Photographers,bachelor,men,20010.0,2050.0,60680.0
Photographers,bachelor,women,14650.0,2060.0,52020.0
Photographers,bachelor_plus,men,24050.0,2215.0,60530.0
Photographers,bachelor_plus,women,17690.0,2215.0,51960.0
Photographic process workers and processing machine operators,bachelor_plus,men,7755.0,1315.0,101200.0
"Physical scientists, all other",bachelor,men,44270.0,3345.0,84940.0
"Physical scientists, all other",bachelor,women,42080.0,3840.0,73920.0
"Physical scientists, all other",bachelor_plus,men,173100.0,7570.0,101300.0
"Physical scientists, all other",bachelor_plus,women,136700.0,6585.0,83390.0
"Physical scientists, all other",graduate,men,128800.0,6595.0,109700.0
"Physical scientists, all other",graduate,women,94610.0,5545.0,90300.0
Physical therapist assistants and aides,less_bachelor,men,15100.0,2570.0,51880.0
Physical therapist assistants and aides,less_bachelor,women,25110.0,2275.0,53690.0
Physical therapist assistants and aides,bachelor,men,7810.0,1885.0,54460.0
Physical therapist assistants and aides,bachelor,women,14220.0,2125.0,50800.0
Physical therapist assistants and aides,bachelor_plus,men,9110.0,2130.0,59620.0
Physical therapist assistants and aides,bachelor_plus,women,15910.0,2280.0,51270.0
Physical therapists,bachelor,men,19540.0,2255.0,100200.0
Physical therapists,bachelor,women,24610.0,2585.0,82040.0
Physical therapists,bachelor_plus,men,79270.0,4730.0,94810.0
Physical therapists,bachelor_plus,women,108600.0,5450.0,83930.0
Physical therapists,graduate,men,59740.0,4375.0,93150.0
Physical therapists,graduate,women,84000.0,4870.0,84300.0
Physician assistants,bachelor,men,11550.0,1985.0,135900.0
Physician assistants,bachelor,women,12990.0,2415.0,107800.0
Physician assistants,bachelor_plus,men,41940.0,2905.0,137100.0
Physician assistants,bachelor_plus,women,73920.0,5380.0,117500.0
Physician assistants,graduate,men,30390.0,2950.0,137600.0
Physician assistants,graduate,women,60930.0,4765.0,118900.0
Pipelayers,less_bachelor,men,33370.0,2960.0,50840.0
Plasterers and stucco masons,less_bachelor,men,,,47560.0
"Plumbers, pipefitters, and steamfitters",less_bachelor,men,408000.0,14120.0,60350.0
"Plumbers, pipefitters, and steamfitters",bachelor,men,21530.0,2640.0,64050.0
"Plumbers, pipefitters, and steamfitters",bachelor_plus,men,26020.0,2920.0,63400.0
Podiatrists,bachelor_plus,men,7125.0,1220.0,161000.0
Podiatrists,graduate,men,7125.0,1220.0,161000.0
Police officers,less_bachelor,men,366600.0,11780.0,74660.0
Police officers,less_bachelor,women,50840.0,5155.0,56870.0
Police officers,bachelor,men,209600.0,9510.0,85730.0
Police officers,bachelor,women,36950.0,4000.0,71200.0
Police officers,bachelor_plus,men,254000.0,11060.0,87650.0
Police officers,bachelor_plus,women,46910.0,4485.0,74960.0
Police officers,graduate,men,44440.0,4065.0,100700.0
Police officers,graduate,women,9960.0,1990.0,88870.0
Postal service clerks,less_bachelor,men,35420.0,3840.0,62340.0
Postal service clerks,less_bachelor,women,44030.0,3830.0,52040.0
Postal service clerks,bachelor_plus,women,7970.0,1595.0,52730.0
Postal service mail carriers,less_bachelor,men,142200.0,6040.0,65720.0
Postal service mail carriers,less_bachelor,women,93300.0,4970.0,57100.0
Postal service mail carriers,bachelor,men,27610.0,3675.0,64010.0
Postal service mail carriers,bachelor,women,11010.0,2595.0,53990.0
Postal service mail carriers,bachelor_plus,men,31500.0,3845.0,63620.0
Postal service mail carriers,bachelor_plus,women,12560.0,2730.0,56380.0
"Postal service mail sorters, processors, and processing machine operators",less_bachelor,men,20960.0,2840.0,57010.0
"Postal service mail sorters, processors, and processing machine operators",less_bachelor,women,17660.0,2735.0,50510.0
Postmasters and mail superintendents,less_bachelor,men,8525.0,1625.0,85250.0
Postmasters and mail superintendents,less_bachelor,women,8655.0,1590.0,76870.0
Postsecondary teachers,less_bachelor,men,24590.0,2885.0,62580.0
Postsecondary teachers,less_bachelor,women,15720.0,2120.0,47530.0
Postsecondary teachers,bachelor,men,55430.0,4200.0,62650.0
Postsecondary teachers,bachelor,women,62460.0,4315.0,53570.0
Postsecondary teachers,bachelor_plus,men,388200.0,11680.0,87800.0
Postsecondary teachers,bachelor_plus,women,385000.0,10280.0,76800.0
Postsecondary teachers,graduate,men,332800.0,11000.0,92020.0
Postsecondary teachers,graduate,women,322500.0,9840.0,80790.0
"Power plant operators, distributors, and dispatchers",less_bachelor,men,31580.0,3305.0,106800.0
"Power plant operators, distributors, and dispatchers",bachelor,men,8265.0,1745.0,125900.0
"Power plant operators, distributors, and dispatchers",bachelor_plus,men,9150.0,1740.0,126700.0
Precision instrument and equipment repairers,less_bachelor,men,34440.0,3275.0,61450.0
Precision instrument and equipment repairers,bachelor,men,7170.0,1365.0,72060.0
Precision instrument and equipment repairers,bachelor_plus,men,8985.0,1580.0,73180.0
Preschool and kindergarten teachers,less_bachelor,women,190800.0,9035.0,27910.0
Preschool and kindergarten teachers,bachelor,women,142600.0,6845.0,42490.0
Preschool and kindergarten teachers,bachelor_plus,women,233400.0,7940.0,47150.0
Preschool and kindergarten teachers,graduate,women,90830.0,5030.0,56080.0
"Pressers, textile, garment, and related materials",less_bachelor,men,8785.0,1680.0,44960.0
Printing press operators,less_bachelor,men,66940.0,4360.0,47010.0
Printing press operators,less_bachelor,women,14960.0,2045.0,33010.0
Printing press operators,bachelor_plus,men,7905.0,1690.0,50350.0
Private detectives and investigators,less_bachelor,men,18210.0,2905.0,56190.0
Private detectives and investigators,less_bachelor,women,21240.0,2615.0,50320.0
Private detectives and investigators,bachelor,men,20320.0,2810.0,82950.0
Private detectives and investigators,bachelor,women,15010.0,2050.0,63710.0
Private detectives and investigators,bachelor_plus,men,28390.0,3415.0,87050.0
Private detectives and investigators,bachelor_plus,women,23010.0,2510.0,66120.0
Private detectives and investigators,graduate,men,8070.0,1565.0,102100.0
Probation officers and correctional treatment specialists,bachelor,men,20150.0,2455.0,63860.0
Probation officers and correctional treatment specialists,bachelor,women,24700.0,3055.0,59280.0
Probation officers and correctional treatment specialists,bachelor_plus,men,25300.0,2850.0,66750.0
Probation officers and correctional treatment specialists,bachelor_plus,women,33310.0,3310.0,60150.0
Probation officers and correctional treatment specialists,graduate,women,8610.0,1500.0,64130.0
Procurement clerks,less_bachelor,men,8355.0,1640.0,56310.0
Procurement clerks,less_bachelor,women,10310.0,1835.0,50830.0
Producers and directors,less_bachelor,men,23030.0,2435.0,67890.0
Producers and directors,less_bachelor,women,8450.0,1585.0,59680.0
Producers and directors,bachelor,men,56900.0,3715.0,90430.0
Producers and directors,bachelor,women,34730.0,3315.0,87660.0
Producers and directors,bachelor_plus,men,70440.0,4260.0,92730.0
Producers and directors,bachelor_plus,women,49720.0,4300.0,84560.0
Producers and directors,graduate,men,13550.0,2030.0,106000.0
Producers and directors,graduate,women,14990.0,2550.0,81590.0
"Production, planning, and expediting clerks",less_bachelor,men,66000.0,4710.0,66190.0
"Production, planning, and expediting clerks",less_bachelor,women,67440.0,5810.0,46180.0
"Production, planning, and expediting clerks",bachelor,men,32180.0,3080.0,71670.0
"Production, planning, and expediting clerks",bachelor,women,32030.0,3025.0,65050.0
"Production, planning, and expediting clerks",bachelor_plus,men,43110.0,3815.0,75570.0
"Production, planning, and expediting clerks",bachelor_plus,women,40810.0,3430.0,66670.0
"Production, planning, and expediting clerks",graduate,men,10930.0,2150.0,98900.0
"Production, planning, and expediting clerks",graduate,women,8780.0,1680.0,82570.0
Project management specialists,less_bachelor,men,133700.0,7160.0,86950.0
Project management specialists,less_bachelor,women,91610.0,5485.0,73410.0
Project management specialists,bachelor,men,220500.0,8875.0,104100.0
Project management specialists,bachelor,women,178800.0,7480.0,90600.0
Project management specialists,bachelor_plus,men,325900.0,10480.0,107500.0
Project management specialists,bachelor_plus,women,287700.0,8950.0,95200.0
Project management specialists,graduate,men,105400.0,5435.0,119000.0
Project management specialists,graduate,women,109000.0,5115.0,101700.0
Property appraisers and assessors,less_bachelor,men,13760.0,2270.0,65500.0
Property appraisers and assessors,less_bachelor,women,12650.0,2105.0,58100.0
Property appraisers and assessors,bachelor,men,21010.0,2190.0,92820.0
Property appraisers and assessors,bachelor,women,6600.0,1190.0,74510.0
Property appraisers and assessors,bachelor_plus,men,26360.0,2350.0,94240.0
Property appraisers and assessors,bachelor_plus,women,9860.0,1730.0,75260.0
"Property, real estate, and community association managers",less_bachelor,men,100500.0,5865.0,60560.0
"Property, real estate, and community association managers",less_bachelor,women,142600.0,6910.0,52300.0
"Property, real estate, and community association managers",bachelor,men,67380.0,4365.0,92990.0
"Property, real estate, and community association managers",bachelor,women,63090.0,4865.0,70550.0
"Property, real estate, and community association managers",bachelor_plus,men,90110.0,4910.0,98200.0
"Property, real estate, and community association managers",bachelor_plus,women,82050.0,5770.0,70580.0
"Property, real estate, and community association managers",graduate,men,22740.0,2445.0,106100.0
"Property, real estate, and community association managers",graduate,women,18960.0,3015.0,70650.0
Psychiatric technicians,less_bachelor,men,9505.0,1995.0,44760.0
Psychiatric technicians,less_bachelor,women,23620.0,3425.0,38240.0
Psychiatric technicians,bachelor,women,10170.0,1680.0,37390.0
Psychiatric technicians,bachelor_plus,women,13210.0,1935.0,40150.0
Public relations and fundraising managers,bachelor,men,17840.0,2365.0,94610.0
Public relations and fundraising managers,bachelor,women,37010.0,3540.0,79890.0
Public relations and fundraising managers,bachelor_plus,men,27960.0,3095.0,98980.0
Public relations and fundraising managers,bachelor_plus,women,56650.0,4200.0,83790.0
Public relations and fundraising managers,graduate,men,10120.0,1845.0,102300.0
Public relations and fundraising managers,graduate,women,19640.0,2370.0,93920.0
Public relations specialists,less_bachelor,women,10060.0,1910.0,49480.0
Public relations specialists,bachelor,men,27470.0,2955.0,94850.0
Public relations specialists,bachelor,women,41040.0,3800.0,85950.0
Public relations specialists,bachelor_plus,men,37120.0,3115.0,96790.0
Public relations specialists,bachelor_plus,women,65150.0,4695.0,86990.0
Public relations specialists,graduate,men,9655.0,1675.0,103000.0
Public relations specialists,graduate,women,24110.0,3090.0,92790.0
Public safety telecommunicators,less_bachelor,men,19830.0,2525.0,61060.0
Public safety telecommunicators,less_bachelor,women,41210.0,4010.0,47360.0
Public safety telecommunicators,bachelor,women,9010.0,1705.0,57540.0
Public safety telecommunicators,bachelor_plus,women,10290.0,1825.0,58640.0
Pumping station operators,less_bachelor,men,15410.0,2020.0,70050.0
"Purchasing agents, except wholesale, retail, and farm products",less_bachelor,men,52830.0,4635.0,59570.0
"Purchasing agents, except wholesale, retail, and farm products",less_bachelor,women,61840.0,4005.0,53710.0
"Purchasing agents, except wholesale, retail, and farm products",bachelor,men,43790.0,3795.0,75320.0
"Purchasing agents, except wholesale, retail, and farm products",bachelor,women,45870.0,4540.0,72150.0
"Purchasing agents, except wholesale, retail, and farm products",bachelor_plus,men,57810.0,4680.0,77500.0
"Purchasing agents, except wholesale, retail, and farm products",bachelor_plus,women,63030.0,4780.0,74100.0
"Purchasing agents, except wholesale, retail, and farm products",graduate,men,14020.0,2245.0,91850.0
"Purchasing agents, except wholesale, retail, and farm products",graduate,women,17160.0,2125.0,80860.0
Purchasing managers,less_bachelor,men,30990.0,3395.0,77010.0
Purchasing managers,less_bachelor,women,42170.0,3640.0,65590.0
Purchasing managers,bachelor,men,48600.0,4210.0,96870.0
Purchasing managers,bachelor,women,44770.0,4105.0,87070.0
Purchasing managers,bachelor_plus,men,78420.0,5070.0,103700.0
Purchasing managers,bachelor_plus,women,68760.0,4675.0,91580.0
Purchasing managers,graduate,men,29830.0,3445.0,121200.0
Purchasing managers,graduate,women,23990.0,2420.0,96410.0
Radio and telecommunications equipment installers and repairers,less_bachelor,men,98680.0,6885.0,62750.0
Radio and telecommunications equipment installers and repairers,bachelor,men,13910.0,2270.0,67130.0
Radio and telecommunications equipment installers and repairers,bachelor_plus,men,16790.0,2205.0,67960.0
Radiologic technologists and technicians,less_bachelor,men,35340.0,3275.0,68890.0
Radiologic technologists and technicians,less_bachelor,women,78020.0,4790.0,61840.0
Radiologic technologists and technicians,bachelor,men,18060.0,2715.0,81230.0
Radiologic technologists and technicians,bachelor,women,25300.0,2725.0,69140.0
Radiologic technologists and technicians,bachelor_plus,men,22650.0,3095.0,82400.0
Radiologic technologists and technicians,bachelor_plus,women,29770.0,2690.0,68290.0
Radiologists,bachelor_plus,men,13270.0,1860.0,250900.0
Radiologists,graduate,men,13270.0,1860.0,250900.0
Railroad conductors and yardmasters,less_bachelor,men,26930.0,2870.0,81700.0
Real estate brokers and sales agents,less_bachelor,men,109800.0,6030.0,76820.0
Real estate brokers and sales agents,less_bachelor,women,148600.0,7075.0,60300.0
Real estate brokers and sales agents,bachelor,men,130700.0,6630.0,101000.0
Real estate brokers and sales agents,bachelor,women,109800.0,5850.0,84210.0
Real estate brokers and sales agents,bachelor_plus,men,163800.0,7890.0,102600.0
Real estate brokers and sales agents,bachelor_plus,women,139900.0,6755.0,83980.0
Real estate brokers and sales agents,graduate,men,33160.0,3295.0,121900.0
Real estate brokers and sales agents,graduate,women,30100.0,3245.0,82770.0
Receptionists and information clerks,less_bachelor,men,44610.0,3435.0,40170.0
Receptionists and information clerks,less_bachelor,women,444300.0,12850.0,34990.0
Receptionists and information clerks,bachelor,men,15490.0,2460.0,50810.0
Receptionists and information clerks,bachelor,women,72560.0,5415.0,39170.0
Receptionists and information clerks,bachelor_plus,men,18890.0,2625.0,51990.0
Receptionists and information clerks,bachelor_plus,women,87870.0,5965.0,39470.0
Receptionists and information clerks,graduate,women,15310.0,2485.0,41030.0
Recreation workers,less_bachelor,men,10480.0,1970.0,40750.0
Recreation workers,less_bachelor,women,27350.0,2690.0,35620.0
Recreation workers,bachelor,women,12190.0,2470.0,40710.0
Recreation workers,bachelor_plus,men,10380.0,1785.0,55730.0
Recreation workers,bachelor_plus,women,16290.0,2815.0,41530.0
Refuse and recyclable material collectors,less_bachelor,men,52100.0,4200.0,42330.0
Registered nurses,less_bachelor,men,92750.0,6180.0,80230.0
Registered nurses,less_bachelor,women,651100.0,14330.0,69360.0
Registered nurses,bachelor,men,188900.0,9295.0,86760.0
Registered nurses,bachelor,women,1113000.0,16800.0,81100.0
Registered nurses,bachelor_plus,men,242500.0,9500.0,89480.0
Registered nurses,bachelor_plus,women,1400000.0,19140.0,82820.0
Registered nurses,graduate,men,53510.0,4300.0,100200.0
Registered nurses,graduate,women,286800.0,9925.0,92310.0
Rehabilitation counselors,bachelor_plus,women,7955.0,1280.0,68410.0
"Religious workers, all other",less_bachelor,women,8970.0,1810.0,33700.0
