occupation,degree,sex,estimate count,count moe,median
Credit analysts,bachelor_plus,women,8015.0,1525.0,69500.0
"Credit authorizers, checkers, and clerks",less_bachelor,women,16520.0,1910.0,42600.0
Credit counselors and loan officers,less_bachelor,men,50970.0,4215.0,76460.0
Credit counselors and loan officers,less_bachelor,women,103900.0,7335.0,58590.0
Credit counselors and loan officers,bachelor,men,82570.0,5810.0,105100.0
Credit counselors and loan officers,bachelor,women,54200.0,3795.0,70530.0
Credit counselors and loan officers,bachelor_plus,men,102700.0,6445.0,106500.0
Credit counselors and loan officers,bachelor_plus,women,68080.0,4165.0,71210.0
Credit counselors and loan officers,graduate,men,20170.0,2925.0,125500.0
Credit counselors and loan officers,graduate,women,13880.0,1975.0,72010.0
"Crushing, grinding, polishing, mixing, and blending workers",less_bachelor,men,46320.0,4065.0,52700.0
Customer service representatives,less_bachelor,men,357900.0,13180.0,43450.0
Customer service representatives,less_bachelor,women,892100.0,20060.0,38810.0
Customer service representatives,bachelor,men,180300.0,8790.0,61080.0
Customer service representatives,bachelor,women,259200.0,10720.0,51380.0
Customer service representatives,bachelor_plus,men,218100.0,9290.0,62100.0
Customer service representatives,bachelor_plus,women,313200.0,12130.0,51840.0
Customer service representatives,graduate,men,37730.0,3280.0,73020.0
Customer service representatives,graduate,women,54020.0,4855.0,54810.0
Cutting workers,less_bachelor,men,28800.0,2775.0,40580.0
Cutting workers,less_bachelor,women,10930.0,1910.0,34460.0
"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",less_bachelor,men,39130.0,3735.0,44300.0
"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",less_bachelor,women,7075.0,1345.0,35340.0
Data entry keyers,less_bachelor,men,30020.0,3005.0,42700.0
Data entry keyers,less_bachelor,women,104000.0,6105.0,38680.0
Data entry keyers,bachelor,men,9325.0,1665.0,48900.0
Data entry keyers,bachelor,women,21210.0,2600.0,40710.0
Data entry keyers,bachelor_plus,men,11030.0,1700.0,50550.0
Data entry keyers,bachelor_plus,women,26200.0,2935.0,40280.0
Database administrators and architects,less_bachelor,men,16740.0,2110.0,92440.0
Database administrators and architects,less_bachelor,women,10320.0,1625.0,55340.0
Database administrators and architects,bachelor,men,43910.0,3820.0,118000.0
Database administrators and architects,bachelor,women,14580.0,1865.0,86970.0
Database administrators and architects,bachelor_plus,men,66660.0,4685.0,121300.0
Database administrators and architects,bachelor_plus,women,23730.0,2555.0,90810.0
Database administrators and architects,graduate,men,22750.0,2775.0,128100.0
Database administrators and architects,graduate,women,9145.0,1600.0,95600.0
Dental and ophthalmic laboratory technicians and medical appliance technicians,less_bachelor,men,19580.0,2115.0,50920.0
Dental and ophthalmic laboratory technicians and medical appliance technicians,less_bachelor,women,25280.0,2870.0,37970.0
Dental assistants,less_bachelor,women,120900.0,6960.0,39040.0
Dental assistants,bachelor,women,12300.0,2080.0,43100.0
Dental assistants,bachelor_plus,women,15240.0,2365.0,42630.0
Dental hygienists,less_bachelor,women,44890.0,3925.0,65860.0
Dental hygienists,bachelor,women,24250.0,3105.0,74590.0
Dental hygienists,bachelor_plus,women,28290.0,3255.0,73810.0
Dentists,bachelor_plus,men,62970.0,4875.0,201100.0
Dentists,bachelor_plus,women,33500.0,3220.0,158000.0
Dentists,graduate,men,62970.0,4875.0,201100.0
Dentists,graduate,women,33500.0,3220.0,158000.0
"Derrick, rotary drill, and service unit operators, oil and gas",less_bachelor,men,,,70200.0
Detectives and criminal investigators,less_bachelor,men,36510.0,3900.0,76600.0
Detectives and criminal investigators,less_bachelor,women,7665.0,1670.0,75150.0
Detectives and criminal investigators,bachelor,men,42250.0,3245.0,102700.0
Detectives and criminal investigators,bachelor,women,15500.0,2260.0,84060.0
Detectives and criminal investigators,bachelor_plus,men,59520.0,4370.0,104500.0
Detectives and criminal investigators,bachelor_plus,women,26430.0,3120.0,85340.0
Detectives and criminal investigators,graduate,men,17270.0,2585.0,113100.0
Detectives and criminal investigators,graduate,women,10930.0,2130.0,88330.0
Diagnostic medical sonographers,less_bachelor,women,27820.0,3125.0,74890.0
Diagnostic medical sonographers,bachelor,men,8145.0,1550.0,95440.0
Diagnostic medical sonographers,bachelor,women,16430.0,2125.0,81930.0
Diagnostic medical sonographers,bachelor_plus,men,11860.0,1795.0,105500.0
Diagnostic medical sonographers,bachelor_plus,women,21120.0,2675.0,83210.0
Dietetic technicians and ophthalmic medical technicians,less_bachelor,women,15960.0,2465.0,32420.0
Dietitians and nutritionists,less_bachelor,women,13010.0,2720.0,38540.0
Dietitians and nutritionists,bachelor,women,21940.0,2895.0,64350.0
Dietitians and nutritionists,bachelor_plus,women,49600.0,4315.0,65920.0
Dietitians and nutritionists,graduate,women,27660.0,3225.0,67150.0
Dining room and cafeteria attendants and bartender helpers,less_bachelor,men,22510.0,3150.0,29340.0
Dining room and cafeteria attendants and bartender helpers,less_bachelor,women,27830.0,3390.0,24240.0
"Directors, religious activities and education",bachelor,men,9260.0,1745.0,56350.0
"Directors, religious activities and education",bachelor,women,10990.0,1690.0,50510.0
"Directors, religious activities and education",bachelor_plus,men,15890.0,2085.0,61860.0
"Directors, religious activities and education",bachelor_plus,women,17450.0,2300.0,50680.0
"Directors, religious activities and education",graduate,men,6630.0,1330.0,74920.0
"Directors, religious activities and education",graduate,women,6470.0,1455.0,52630.0
Dishwashers,less_bachelor,men,47900.0,4595.0,28430.0
Dishwashers,less_bachelor,women,15480.0,2370.0,23790.0
"Dispatchers, except police, fire, and ambulance",less_bachelor,men,54960.0,4845.0,53680.0
"Dispatchers, except police, fire, and ambulance",less_bachelor,women,65790.0,5620.0,41550.0
"Dispatchers, except police, fire, and ambulance",bachelor,men,9610.0,1660.0,52300.0
"Dispatchers, except police, fire, and ambulance",bachelor,women,10290.0,1970.0,48790.0
"Dispatchers, except police, fire, and ambulance",bachelor_plus,men,11410.0,1705.0,54690.0
"Dispatchers, except police, fire, and ambulance",bachelor_plus,women,12930.0,2290.0,45970.0
"Door-to-door sales workers, news and street vendors, and related workers",less_bachelor,men,14180.0,3280.0,43970.0
"Door-to-door sales workers, news and street vendors, and related workers",less_bachelor,women,8425.0,1355.0,33300.0
Driver/sales workers and truck drivers,less_bachelor,men,2286000.0,29710.0,54720.0
Driver/sales workers and truck drivers,less_bachelor,women,128100.0,7085.0,37990.0
Driver/sales workers and truck drivers,bachelor,men,130800.0,8085.0,52960.0
Driver/sales workers and truck drivers,bachelor,women,12020.0,2305.0,49930.0
Driver/sales workers and truck drivers,bachelor_plus,men,159900.0,8380.0,53350.0
Driver/sales workers and truck drivers,bachelor_plus,women,15460.0,2525.0,48950.0
Driver/sales workers and truck drivers,graduate,men,29120.0,3500.0,55170.0
"Drywall installers, ceiling tile installers, and tapers",less_bachelor,men,75100.0,4950.0,43060.0
"Earth drillers, except oil and gas",less_bachelor,men,,,60730.0
Economists,bachelor_plus,men,17000.0,1945.0,138300.0
Economists,bachelor_plus,women,11640.0,1805.0,119600.0
Economists,graduate,men,13420.0,1640.0,156300.0
Economists,graduate,women,8735.0,1680.0,128200.0
Editors,bachelor,men,22050.0,2400.0,71260.0
Editors,bachelor,women,32170.0,2835.0,67300.0
Editors,bachelor_plus,men,30560.0,2725.0,74440.0
Editors,bachelor_plus,women,47250.0,3520.0,70790.0
Editors,graduate,men,8510.0,1420.0,87600.0
Editors,graduate,women,15080.0,1935.0,80560.0
Education and childcare administrators,less_bachelor,men,37550.0,3730.0,65660.0
Education and childcare administrators,less_bachelor,women,96580.0,5860.0,45440.0
Education and childcare administrators,bachelor,men,74410.0,4875.0,75490.0
Education and childcare administrators,bachelor,women,140700.0,6735.0,61940.0
Education and childcare administrators,bachelor_plus,men,261600.0,9260.0,95460.0
Education and childcare administrators,bachelor_plus,women,445400.0,11700.0,80710.0
Education and childcare administrators,graduate,men,187200.0,7600.0,101800.0
Education and childcare administrators,graduate,women,304700.0,9865.0,88170.0
"Educational, guidance, and career counselors and advisors",less_bachelor,women,18100.0,2595.0,39990.0
"Educational, guidance, and career counselors and advisors",bachelor,men,16900.0,2125.0,55850.0
"Educational, guidance, and career counselors and advisors",bachelor,women,43040.0,4330.0,50830.0
"Educational, guidance, and career counselors and advisors",bachelor_plus,men,52830.0,4195.0,63940.0
"Educational, guidance, and career counselors and advisors",bachelor_plus,women,182300.0,7940.0,61050.0
"Educational, guidance, and career counselors and advisors",graduate,men,35940.0,3550.0,68660.0
"Educational, guidance, and career counselors and advisors",graduate,women,139300.0,6770.0,63620.0
"Electric motor, power tool, and related repairers",less_bachelor,men,16010.0,2405.0,56250.0
Electrical and electronic engineering technologists and technicians,less_bachelor,men,60700.0,4600.0,71280.0
Electrical and electronic engineering technologists and technicians,bachelor,men,9915.0,1705.0,83730.0
Electrical and electronic engineering technologists and technicians,bachelor_plus,men,11900.0,1840.0,83070.0
Electrical and electronics engineers,less_bachelor,men,35570.0,2820.0,92120.0
Electrical and electronics engineers,bachelor,men,113500.0,5930.0,108700.0
Electrical and electronics engineers,bachelor,women,7960.0,1420.0,93130.0
Electrical and electronics engineers,bachelor_plus,men,174300.0,7860.0,118500.0
Electrical and electronics engineers,bachelor_plus,women,16560.0,2125.0,106800.0
Electrical and electronics engineers,graduate,men,60850.0,4575.0,138200.0
Electrical and electronics engineers,graduate,women,8595.0,1480.0,121400.0
"Electrical and electronics repairers, industrial and utility",less_bachelor,men,10220.0,1755.0,97230.0
Electrical power-line installers and repairers,less_bachelor,men,93510.0,6160.0,93680.0
Electrical power-line installers and repairers,bachelor,men,,,87690.0
Electrical power-line installers and repairers,bachelor_plus,men,8550.0,1865.0,93240.0
"Electrical, electronics, and electromechanical assemblers",less_bachelor,men,40980.0,3525.0,41970.0
"Electrical, electronics, and electromechanical assemblers",less_bachelor,women,30460.0,3050.0,35520.0
Electricians,less_bachelor,men,616700.0,16080.0,64190.0
Electricians,less_bachelor,women,10800.0,1735.0,51830.0
Electricians,bachelor,men,52050.0,4335.0,64500.0
Electricians,bachelor_plus,men,60710.0,4470.0,64350.0
Electricians,graduate,men,8670.0,1705.0,62730.0
Elementary and middle school teachers,less_bachelor,men,13640.0,2055.0,46180.0
Elementary and middle school teachers,less_bachelor,women,61340.0,5190.0,31230.0
Elementary and middle school teachers,bachelor,men,198700.0,7530.0,55720.0
Elementary and middle school teachers,bachelor,women,721300.0,17120.0,52220.0
Elementary and middle school teachers,bachelor_plus,men,428200.0,12970.0,63680.0
Elementary and middle school teachers,bachelor_plus,women,1619000.0,20330.0,59360.0
Elementary and middle school teachers,graduate,men,229500.0,10800.0,71190.0
Elementary and middle school teachers,graduate,women,897600.0,16260.0,65950.0
Elevator and escalator installers and repairers,less_bachelor,men,24510.0,3300.0,102700.0
"Eligibility interviewers, government programs",less_bachelor,women,34390.0,3900.0,45840.0
"Eligibility interviewers, government programs",bachelor,women,17730.0,2530.0,51560.0
"Eligibility interviewers, government programs",bachelor_plus,men,9745.0,1845.0,62040.0
"Eligibility interviewers, government programs",bachelor_plus,women,23220.0,2940.0,52800.0
Emergency medical technicians,less_bachelor,men,33700.0,3855.0,47060.0
Emergency medical technicians,less_bachelor,women,21070.0,2780.0,41990.0
Emergency medical technicians,bachelor,men,10010.0,1865.0,47010.0
Emergency medical technicians,bachelor_plus,men,10990.0,1930.0,47070.0
Emergency medicine physicians,bachelor_plus,men,9195.0,1880.0,250700.0
Emergency medicine physicians,graduate,men,9195.0,1880.0,250700.0
Engine and other machine assemblers,less_bachelor,men,6645.0,1485.0,54840.0
"Engineers, all other",less_bachelor,men,79290.0,5090.0,92030.0
"Engineers, all other",bachelor,men,228900.0,8495.0,105500.0
"Engineers, all other",bachelor,women,35380.0,3435.0,101100.0
"Engineers, all other",bachelor_plus,men,389600.0,11920.0,116200.0
"Engineers, all other",bachelor_plus,women,69370.0,4805.0,107700.0
"Engineers, all other",graduate,men,160700.0,7490.0,135300.0
"Engineers, all other",graduate,women,33990.0,3210.0,118900.0
Entertainment and recreation managers,less_bachelor,men,13360.0,2080.0,61220.0
Entertainment and recreation managers,less_bachelor,women,7945.0,1690.0,52900.0
Entertainment and recreation managers,bachelor,men,9125.0,1745.0,62800.0
Entertainment and recreation managers,bachelor_plus,men,12280.0,1880.0,71110.0
Entertainment and recreation managers,bachelor_plus,women,8735.0,1580.0,54320.0
Environmental engineers,bachelor,men,9840.0,1595.0,96820.0
Environmental engineers,bachelor_plus,men,16560.0,2355.0,105400.0
Environmental engineers,bachelor_plus,women,7975.0,1425.0,92980.0
"Environmental scientists and specialists, including health",bachelor,men,14230.0,2430.0,75020.0
"Environmental scientists and specialists, including health",bachelor,women,9235.0,1720.0,70920.0
"Environmental scientists and specialists, including health",bachelor_plus,men,21920.0,3015.0,76830.0
"Environmental scientists and specialists, including health",bachelor_plus,women,14700.0,2005.0,77810.0
"Environmental scientists and specialists, including health",graduate,men,7690.0,1510.0,86710.0
Executive secretaries and executive administrative assistants,less_bachelor,women,120300.0,5775.0,64190.0
Executive secretaries and executive administrative assistants,bachelor,women,69070.0,4595.0,72540.0
Executive secretaries and executive administrative assistants,bachelor_plus,women,84270.0,5040.0,73600.0
Executive secretaries and executive administrative assistants,graduate,women,15210.0,2120.0,76030.0
Exercise trainers and group fitness instructors,less_bachelor,men,21750.0,3030.0,42050.0
Exercise trainers and group fitness instructors,less_bachelor,women,11700.0,2065.0,32350.0
Exercise trainers and group fitness instructors,bachelor,men,15680.0,2305.0,41460.0
Exercise trainers and group fitness instructors,bachelor,women,18140.0,2730.0,42480.0
Exercise trainers and group fitness instructors,bachelor_plus,men,20040.0,2625.0,44000.0
Exercise trainers and group fitness instructors,bachelor_plus,women,23390.0,2930.0,42360.0
"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",less_bachelor,men,13540.0,1880.0,50890.0
Facilities managers,less_bachelor,men,54610.0,4655.0,78670.0
Facilities managers,less_bachelor,women,11740.0,2040.0,59240.0
Facilities managers,bachelor,men,20350.0,2030.0,78820.0
Facilities managers,bachelor,women,6980.0,1310.0,75390.0
Facilities managers,bachelor_plus,men,27000.0,2250.0,81510.0
Facilities managers,bachelor_plus,women,9095.0,1445.0,83420.0
"Farmers, ranchers, and other agricultural managers",less_bachelor,men,235900.0,8135.0,51280.0
"Farmers, ranchers, and other agricultural managers",less_bachelor,women,29700.0,2715.0,36620.0
"Farmers, ranchers, and other agricultural managers",bachelor,men,69910.0,3690.0,62270.0
"Farmers, ranchers, and other agricultural managers",bachelor,women,16650.0,2315.0,42770.0
"Farmers, ranchers, and other agricultural managers",bachelor_plus,men,82050.0,3940.0,62230.0
"Farmers, ranchers, and other agricultural managers",bachelor_plus,women,21090.0,2495.0,42810.0
"Farmers, ranchers, and other agricultural managers",graduate,men,12140.0,1845.0,61990.0
Fashion designers,bachelor_plus,women,8975.0,1660.0,57030.0
Fast food and counter workers,less_bachelor,men,34150.0,3590.0,31360.0
Fast food and counter workers,less_bachelor,women,53560.0,4885.0,26600.0
Fast food and counter workers,bachelor_plus,women,8505.0,1585.0,29410.0
Fence erectors,less_bachelor,men,16060.0,2820.0,41200.0
File clerks,less_bachelor,men,11300.0,2045.0,49730.0
File clerks,less_bachelor,women,48400.0,3715.0,40940.0
File clerks,bachelor,women,12850.0,1975.0,46420.0
File clerks,bachelor_plus,women,15560.0,2060.0,48080.0
Financial and investment analysts,less_bachelor,men,13050.0,2250.0,73540.0
Financial and investment analysts,less_bachelor,women,22570.0,2865.0,70770.0
Financial and investment analysts,bachelor,men,91020.0,5010.0,101000.0
Financial and investment analysts,bachelor,women,59480.0,4885.0,88740.0
Financial and investment analysts,bachelor_plus,men,150000.0,5600.0,109900.0
Financial and investment analysts,bachelor_plus,women,95820.0,5560.0,93610.0
Financial and investment analysts,graduate,men,59030.0,4120.0,131100.0
Financial and investment analysts,graduate,women,36350.0,2880.0,103100.0
"Financial clerks, all other",less_bachelor,women,35860.0,3145.0,47920.0
"Financial clerks, all other",bachelor,men,18070.0,2735.0,100700.0
"Financial clerks, all other",bachelor,women,17340.0,2380.0,67290.0
"Financial clerks, all other",bachelor_plus,men,26950.0,3220.0,107300.0
"Financial clerks, all other",bachelor_plus,women,22390.0,2690.0,71820.0
"Financial clerks, all other",graduate,men,8875.0,1910.0,155800.0
Financial examiners,bachelor_plus,men,9105.0,1595.0,102700.0
Financial managers,less_bachelor,men,126000.0,6270.0,80190.0
Financial managers,less_bachelor,women,317300.0,10690.0,61120.0
Financial managers,bachelor,men,281800.0,9905.0,117700.0
Financial managers,bachelor,women,262300.0,9535.0,92730.0
Financial managers,bachelor_plus,men,449800.0,13770.0,130500.0
Financial managers,bachelor_plus,women,381400.0,11370.0,99980.0
Financial managers,graduate,men,168000.0,7890.0,156500.0
Financial managers,graduate,women,119100.0,6175.0,117200.0
Fire inspectors,less_bachelor,men,14480.0,1800.0,71430.0
Firefighters,less_bachelor,men,206300.0,8230.0,79360.0
Firefighters,less_bachelor,women,8350.0,1700.0,71180.0
Firefighters,bachelor,men,63490.0,4870.0,91610.0
Firefighters,bachelor_plus,men,74790.0,5150.0,92340.0
Firefighters,graduate,men,11300.0,1955.0,97800.0
First-line supervisors of construction trades and extraction workers,less_bachelor,men,465600.0,13430.0,66220.0
First-line supervisors of construction trades and extraction workers,less_bachelor,women,15650.0,2615.0,51600.0
First-line supervisors of construction trades and extraction workers,bachelor,men,44330.0,3875.0,73580.0
First-line supervisors of construction trades and extraction workers,bachelor_plus,men,54210.0,4240.0,75350.0
First-line supervisors of construction trades and extraction workers,graduate,men,9890.0,2395.0,90500.0
First-line supervisors of correctional officers,less_bachelor,men,20400.0,2580.0,72310.0
"First-line supervisors of farming, fishing, and forestry workers",less_bachelor,men,26770.0,2660.0,55000.0
First-line supervisors of firefighting and prevention workers,less_bachelor,men,36550.0,3640.0,95980.0
First-line supervisors of firefighting and prevention workers,bachelor,men,12390.0,1515.0,119200.0
First-line supervisors of firefighting and prevention workers,bachelor_plus,men,15530.0,1720.0,120400.0
First-line supervisors of food preparation and serving workers,less_bachelor,men,89860.0,6445.0,41580.0
First-line supervisors of food preparation and serving workers,less_bachelor,women,123600.0,7000.0,31430.0
First-line supervisors of food preparation and serving workers,bachelor,men,15850.0,2100.0,50940.0
First-line supervisors of food preparation and serving workers,bachelor,women,17260.0,2520.0,41770.0
First-line supervisors of food preparation and serving workers,bachelor_plus,men,17990.0,2075.0,52220.0
First-line supervisors of food preparation and serving workers,bachelor_plus,women,20460.0,2785.0,42360.0
First-line supervisors of housekeeping and janitorial workers,less_bachelor,men,77210.0,5005.0,50520.0
First-line supervisors of housekeeping and janitorial workers,less_bachelor,women,61470.0,5095.0,37050.0
First-line supervisors of housekeeping and janitorial workers,bachelor,men,13490.0,2540.0,66070.0
First-line supervisors of housekeeping and janitorial workers,bachelor_plus,men,16060.0,2655.0,64570.0
First-line supervisors of housekeeping and janitorial workers,bachelor_plus,women,9975.0,2105.0,51640.0
"First-line supervisors of landscaping, lawn service, and groundskeeping workers",less_bachelor,men,87880.0,5625.0,47690.0
"First-line supervisors of landscaping, lawn service, and groundskeeping workers",bachelor,men,19460.0,2595.0,64380.0
"First-line supervisors of landscaping, lawn service, and groundskeeping workers",bachelor_plus,men,23180.0,2985.0,66070.0
"First-line supervisors of mechanics, installers, and repairers",less_bachelor,men,167500.0,7920.0,71060.0
"First-line supervisors of mechanics, installers, and repairers",less_bachelor,women,10730.0,1720.0,60930.0
"First-line supervisors of mechanics, installers, and repairers",bachelor,men,20760.0,2755.0,84590.0
"First-line supervisors of mechanics, installers, and repairers",bachelor_plus,men,25320.0,3020.0,87360.0
First-line supervisors of non-retail sales workers,less_bachelor,men,339500.0,12380.0,64380.0
First-line supervisors of non-retail sales workers,less_bachelor,women,188800.0,8190.0,52630.0
First-line supervisors of non-retail sales workers,bachelor,men,180700.0,7285.0,101100.0
First-line supervisors of non-retail sales workers,bachelor,women,115400.0,6150.0,82410.0
First-line supervisors of non-retail sales workers,bachelor_plus,men,232600.0,7830.0,103500.0
First-line supervisors of non-retail sales workers,bachelor_plus,women,157200.0,8260.0,87110.0
First-line supervisors of non-retail sales workers,graduate,men,51970.0,4005.0,116300.0
First-line supervisors of non-retail sales workers,graduate,women,41820.0,4455.0,102100.0
First-line supervisors of office and administrative support workers,less_bachelor,men,181900.0,9480.0,61520.0
First-line supervisors of office and administrative support workers,less_bachelor,women,375400.0,10630.0,50710.0
First-line supervisors of office and administrative support workers,bachelor,men,90550.0,5400.0,77990.0
First-line supervisors of office and administrative support workers,bachelor,women,153200.0,7360.0,61670.0
First-line supervisors of office and administrative support workers,bachelor_plus,men,120600.0,5970.0,82530.0
First-line supervisors of office and administrative support workers,bachelor_plus,women,202100.0,8135.0,62980.0
First-line supervisors of office and administrative support workers,graduate,men,30020.0,2590.0,99750.0
First-line supervisors of office and administrative support workers,graduate,women,48920.0,4130.0,68980.0
First-line supervisors of police and detectives,less_bachelor,men,36680.0,2895.0,83210.0
First-line supervisors of police and detectives,bachelor,men,27560.0,3345.0,118000.0
First-line supervisors of police and detectives,bachelor_plus,men,37270.0,3715.0,119300.0
First-line supervisors of police and detectives,bachelor_plus,women,7410.0,1450.0,90890.0
First-line supervisors of police and detectives,graduate,men,9705.0,1615.0,124600.0
First-line supervisors of production and operating workers,less_bachelor,men,457000.0,13040.0,64710.0
First-line supervisors of production and operating workers,less_bachelor,women,113200.0,5635.0,46440.0
First-line supervisors of production and operating workers,bachelor,men,66660.0,5400.0,81050.0
First-line supervisors of production and operating workers,bachelor,women,20890.0,2580.0,71580.0
First-line supervisors of production and operating workers,bachelor_plus,men,83430.0,6140.0,83960.0
First-line supervisors of production and operating workers,bachelor_plus,women,27750.0,2915.0,78800.0
First-line supervisors of production and operating workers,graduate,men,16770.0,2455.0,101900.0
First-line supervisors of retail sales workers,less_bachelor,men,888000.0,16590.0,56320.0
First-line supervisors of retail sales workers,less_bachelor,women,682800.0,15520.0,42310.0
First-line supervisors of retail sales workers,bachelor,men,289500.0,9170.0,70710.0
First-line supervisors of retail sales workers,bachelor,women,207300.0,9160.0,57770.0
First-line supervisors of retail sales workers,bachelor_plus,men,356600.0,9220.0,71780.0
First-line supervisors of retail sales workers,bachelor_plus,women,263900.0,10050.0,59720.0
First-line supervisors of retail sales workers,graduate,men,67110.0,4550.0,79200.0
First-line supervisors of retail sales workers,graduate,women,56620.0,4005.0,65000.0
First-line supervisors of security workers,less_bachelor,men,30480.0,3625.0,61650.0
First-line supervisors of security workers,less_bachelor,women,11130.0,1890.0,47910.0
First-line supervisors of security workers,bachelor,men,10160.0,1400.0,83900.0
First-line supervisors of security workers,bachelor_plus,men,15870.0,2020.0,94950.0
Fishing and hunting workers,less_bachelor,men,14440.0,2345.0,44930.0
Flight attendants,less_bachelor,women,19940.0,3060.0,51090.0
Flight attendants,bachelor,women,13360.0,2230.0,52510.0
Flight attendants,bachelor_plus,women,16120.0,2630.0,53060.0
Floral designers,less_bachelor,women,17480.0,2245.0,36380.0
Food batchmakers,less_bachelor,men,17340.0,2180.0,45510.0
Food batchmakers,less_bachelor,women,24710.0,2825.0,33040.0
Food preparation workers,less_bachelor,men,92240.0,5895.0,29930.0
Food preparation workers,less_bachelor,women,138800.0,8690.0,26950.0
Food preparation workers,bachelor,women,10190.0,2000.0,28550.0
Food preparation workers,bachelor_plus,women,12480.0,2290.0,28140.0
"Food processing workers, all other",less_bachelor,men,69140.0,4600.0,47430.0
"Food processing workers, all other",less_bachelor,women,30620.0,3750.0,37890.0
"Food servers, nonrestaurant",less_bachelor,men,18350.0,2770.0,32430.0
"Food servers, nonrestaurant",less_bachelor,women,31340.0,3160.0,30100.0
Food service managers,less_bachelor,men,267100.0,9260.0,52550.0
Food service managers,less_bachelor,women,226800.0,9000.0,42160.0
Food service managers,bachelor,men,80110.0,5350.0,68860.0
Food service managers,bachelor,women,55540.0,3900.0,56450.0
Food service managers,bachelor_plus,men,98690.0,5670.0,69320.0
Food service managers,bachelor_plus,women,67560.0,4405.0,57630.0
Food service managers,graduate,men,18590.0,2705.0,72100.0
Food service managers,graduate,women,12020.0,1950.0,61480.0
"Forming machine setters, operators, and tenders, metal and plastic",less_bachelor,men,17560.0,2395.0,48260.0
Fundraisers,bachelor,men,8775.0,1550.0,90750.0
Fundraisers,bachelor,women,26660.0,2800.0,77180.0
Fundraisers,bachelor_plus,men,16030.0,1860.0,93400.0
Fundraisers,bachelor_plus,women,44210.0,3370.0,79380.0
Fundraisers,graduate,women,17550.0,2250.0,83070.0
Gambling services workers,less_bachelor,men,25900.0,2920.0,50040.0
Gambling services workers,less_bachelor,women,17820.0,2210.0,43810.0
General and operations managers,less_bachelor,men,399100.0,11300.0,78970.0
General and operations managers,less_bachelor,women,195200.0,7505.0,61950.0
General and operations managers,bachelor,men,237400.0,7900.0,101300.0
General and operations managers,bachelor,women,126200.0,5790.0,82180.0
General and operations managers,bachelor_plus,men,328600.0,10230.0,105600.0
General and operations managers,bachelor_plus,women,181100.0,7330.0,87360.0
General and operations managers,graduate,men,91150.0,5250.0,130900.0
General and operations managers,graduate,women,54950.0,4290.0,101800.0
"Geoscientists and hydrologists, except geographers",bachelor,men,12250.0,1825.0,81770.0
"Geoscientists and hydrologists, except geographers",bachelor_plus,men,27710.0,2695.0,94520.0
"Geoscientists and hydrologists, except geographers",bachelor_plus,women,7915.0,1255.0,93570.0
"Geoscientists and hydrologists, except geographers",graduate,men,15460.0,2065.0,113800.0
Glaziers,less_bachelor,men,30850.0,3195.0,54540.0
"Graders and sorters, agricultural products",less_bachelor,women,16430.0,2315.0,30560.0
Graphic designers,less_bachelor,men,37710.0,3455.0,58170.0
Graphic designers,less_bachelor,women,24110.0,2930.0,52110.0
Graphic designers,bachelor,men,57270.0,4545.0,67530.0
Graphic designers,bachelor,women,68460.0,4420.0,59570.0
Graphic designers,bachelor_plus,men,66170.0,4855.0,67810.0
Graphic designers,bachelor_plus,women,79490.0,4730.0,60490.0
Graphic designers,graduate,men,8905.0,1805.0,68510.0
Graphic designers,graduate,women,11030.0,1910.0,64530.0
"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",less_bachelor,men,22400.0,2650.0,43990.0
"Hairdressers, hairstylists, and cosmetologists",less_bachelor,men,32710.0,3250.0,42320.0
"Hairdressers, hairstylists, and cosmetologists",less_bachelor,women,275100.0,10170.0,35770.0
"Hairdressers, hairstylists, and cosmetologists",bachelor,women,19470.0,2845.0,40680.0
"Hairdressers, hairstylists, and cosmetologists",bachelor_plus,women,23360.0,3025.0,40130.0
Hazardous materials removal workers,less_bachelor,men,10420.0,1890.0,52220.0
Healthcare social workers,less_bachelor,women,16540.0,2475.0,41900.0
Healthcare social workers,bachelor,women,15750.0,2450.0,57530.0
Healthcare social workers,bachelor_plus,men,7210.0,1470.0,63160.0
Healthcare social workers,bachelor_plus,women,34300.0,3330.0,64290.0
Healthcare social workers,graduate,women,18560.0,2415.0,69140.0
"Heating, air conditioning, and refrigeration mechanics and installers",less_bachelor,men,312100.0,9960.0,56470.0
"Heating, air conditioning, and refrigeration mechanics and installers",bachelor,men,19070.0,2660.0,61410.0
"Heating, air conditioning, and refrigeration mechanics and installers",bachelor_plus,men,22240.0,2825.0,61590.0
Heavy vehicle and mobile equipment service technicians and mechanics,less_bachelor,men,157300.0,7725.0,63820.0
Heavy vehicle and mobile equipment service technicians and mechanics,bachelor,men,7860.0,1455.0,64160.0
Heavy vehicle and mobile equipment service technicians and mechanics,bachelor_plus,men,9330.0,1645.0,63050.0
"Helpers, construction trades",less_bachelor,men,17100.0,2190.0,40560.0
"Helpers--installation, maintenance, and repair workers",less_bachelor,men,8860.0,1765.0,41940.0
Helpers--production workers,less_bachelor,men,19810.0,2690.0,34580.0
Highway maintenance workers,less_bachelor,men,54840.0,4295.0,46330.0
